timeInMsSinceStart;x;y;button;dx;dy;pace;Action;user
19310.493;-2129;451;0;0;0;-474.72203259496405;1;1
19313.66;-2124;451;0;0;0;-472.40509413722475;1;1
19318.434;-2117;450;0;0;0;-468.7577244551047;1;1
19322.285;-2110;449;0;0;0;-465.27519784851063;1;1
19326.491;-2103;448;0;0;0;-461.7440448494615;1;1
19330.493;-2095;447;0;0;0;-457.9023750719789;1;1
19334.491;-2085;446;0;0;0;-453.36494392703156;1;1
19338.504;-2076;446;0;0;0;-449.5442228976568;1;1
19342.49;-2066;446;0;0;0;-445.38591825846;1;1
19346.496;-2055;446;0;0;0;-440.8840358778188;1;1
19350.491;-2043;446;0;0;0;-436.0448760507275;1;1
19354.486;-2031;446;0;0;0;-431.219293622063;1;1
19358.361;-2018;446;0;0;0;-426.0744967586777;1;1
19362.49;-2005;446;0;0;0;-420.9062230039608;1;1
19366.494;-1991;446;0;0;0;-415.4213641976021;1;1
19370.492;-1977;446;0;0;0;-409.95270179432873;1;1
19374.171;-1964;446;0;0;0;-404.89303291037527;1;1
19378.38;-1950;445;0;0;0;-399.07606577860054;1;1
19382.369;-1936;445;0;0;0;-393.65396425538546;1;1
19386.372;-1924;444;0;0;0;-388.59226461778877;1;1
19390.349;-1912;444;0;0;0;-383.8948648253122;1;1
19394.383;-1901;443;0;0;0;-379.20291892745485;1;1
19398.491;-1892;442;0;0;0;-375.2061039981409;1;1
19402.487;-1882;440;0;0;0;-370.54431682402424;1;1
19406.59;-1873;439;0;0;0;-366.57156956428327;1;1
19410.491;-1864;438;0;0;0;-362.6352736329373;1;1
19414.496;-1856;437;0;0;0;-359.0406187053972;1;1
19418.494;-1848;436;0;0;0;-355.4567069185612;1;1
19421.98;-1841;435;0;0;0;-352.2874500940405;1;1
19426.448;-1834;434;0;0;0;-349.00834023757915;1;1
19430.49;-1828;433;0;0;0;-346.1316538423521;1;1
19434.486;-1821;432;0;0;0;-342.92674312840046;1;1
19438.646;-1815;430;0;0;0;-339.71156578040376;1;1
19442.486;-1809;428;0;0;0;-336.54217898798225;1;1
19446.482;-1805;427;0;0;0;-334.3838815403429;1;1
19450.495;-1800;426;0;0;0;-331.88982209074965;1;1
19454.481;-1796;425;0;0;0;-329.7448141521589;1;1
19471.467;-1793;424;0;0;0;-326.50638171564265;1;1
19472.436;-1786;421;0;0;0;-323.0278023083338;1;1
19473.433;-1784;420;0;0;0;-321.9080145320401;1;1
19478.492;-1783;419;0;0;0;-320.6870037637819;1;1
19482.466;-1782;419;0;0;0;-319.9226808714129;1;1
19486.485;-1781;418;0;0;0;-318.81997678990564;1;1
19498.502;-1780;417;0;0;0;-316.8708667654938;1;1
19502.535;-1780;417;0;0;0;-316.44428778004317;1;1
19506.514;-1780;416;0;0;0;-315.69118534872877;1;1
19510.489;-1779;416;0;0;0;-314.94049755271925;1;1
19514.492;-1779;415;0;0;0;-314.1888690696851;1;1
19517.792;-1779;415;0;0;0;-313.8445290588483;1;1
19521.782;-1778;413;0;0;0;-312.43418401444757;1;1
19526.254;-1777;413;0;0;0;-311.64027770096243;1;1
19530.32;-1777;412;0;0;0;-310.890459730921;1;1
19534.418;-1776;412;0;0;0;-310.13937775934045;1;1
19538.42;-1775;410;0;0;0;-308.7404215428247;1;1
19542.485;-1774;410;0;0;0;-307.99759399526573;1;1
19546.372;-1774;409;0;0;0;-307.27474606242544;1;1
